R,G,B,y
128,91,65,1
32,76,75,-1
146,186,188,-1
111,162,165,-1
22,57,53,-1
144,118,219,-1
123,177,177,-1
155,195,195,-1
119,167,167,-1
127,182,185,-1
120,168,170,-1
16,50,51,-1
143,184,186,-1
221,152,113,1
157,195,196,-1
121,171,172,-1
65,111,108,-1
169,203,204,-1
83,213,226,-1
21,63,61,-1
159,194,196,-1
142,176,177,-1
27,53,50,-1
252,187,147,1
162,74,161,-1
225,167,147,1
56,78,76,-1
100,146,146,-1
235,39,41,-1
159,197,198,-1
132,180,182,-1
117,166,170,-1
132,85,41,1
184,129,126,1
2,13,17,-1
103,77,138,-1
255,255,0,-1
77,217,234,-1
133,181,183,-1
115,160,157,-1
89,142,136,-1
252,188,150,1
21,55,54,-1
0,11,15,-1
224,160,122,1
134,182,184,-1
93,72,128,-1
125,173,175,-1
255,105,30,-1
121,171,172,-1
236,26,61,-1
252,190,151,1
127,173,173,-1
156,194,195,-1
5,0,4,-1
26,65,62,-1
28,59,54,-1
137,181,182,-1
23,73,70,-1
187,117,81,1
17,66,63,-1
104,155,158,-1
159,197,198,-1
145,189,188,-1
135,179,182,-1
98,142,143,-1
127,172,175,-1
138,179,181,-1
35,84,81,-1
113,163,164,-1
143,94,51,1
135,177,176,-1
215,152,117,1
102,156,158,-1
7,5,6,-1
136,181,184,-1
126,172,172,-1
194,126,63,1
161,192,194,-1
135,183,183,-1
240,185,84,-1
235,189,176,1
97,149,147,-1
161,199,200,-1
180,111,82,1
172,9,4,-1
99,149,148,-1
160,195,197,-1
128,90,71,1
160,190,192,-1
28,74,72,-1
133,177,178,-1
203,208,105,-1
164,199,201,-1
127,172,175,-1
90,132,128,-1
23,172,152,-1
60,109,106,-1
162,197,199,-1
1,1,1,-1
145,0,36,-1
23,69,67,-1
151,189,190,-1
20,56,52,-1
2,2,2,-1
135,180,183,-1
7,6,11,-1
162,197,199,-1
174,113,56,1
0,23,25,-1
248,186,147,1
212,160,121,1
135,181,181,-1
32,84,82,-1
247,179,140,1
23,65,64,-1
135,180,183,-1
159,194,196,-1
155,94,99,-1
66,120,120,-1
15,51,49,-1
169,203,204,-1
24,60,58,-1
1,1,0,-1
220,184,148,1
219,156,123,1
177,112,58,1
163,197,199,-1
52,110,111,-1
88,143,138,-1
253,219,207,1
228,158,109,1
248,208,200,1
127,172,177,-1
156,108,62,1
230,184,171,1
137,182,185,-1
230,178,167,1
130,175,178,-1
115,163,165,-1
217,94,151,-1
135,179,180,-1
162,197,199,-1
63,103,105,-1
154,194,194,-1
135,184,181,-1
90,136,133,-1
21,55,54,-1
130,178,180,-1
181,127,63,1
137,88,47,1
30,158,110,-1
163,198,200,-1
229,183,147,1
87,141,143,-1
115,166,167,-1
225,163,138,1
127,171,148,-1
24,69,66,-1
247,244,237,-1
49,60,30,-1
162,196,198,-1
125,128,235,-1
220,150,114,1
144,184,186,-1
80,141,142,-1
158,156,157,-1
132,180,182,-1
213,164,123,1
90,139,136,-1
146,186,188,-1
151,87,39,1
164,199,201,-1
22,57,53,-1
6,46,46,-1
214,53,84,-1
112,160,164,-1
5,33,34,-1
41,93,91,-1
26,66,65,-1
0,13,13,-1
162,200,201,-1
191,123,62,1
203,198,202,-1
159,99,45,1
221,25,45,-1
220,169,122,1
88,138,137,-1
179,120,62,1
120,166,166,-1
82,140,141,-1
217,95,152,-1
88,140,138,-1
220,177,142,1
110,164,166,-1
0,2,0,-1
129,85,74,1
7,31,31,-1
158,196,197,-1
139,179,171,-1
129,177,179,-1
223,177,141,1
21,55,54,-1
135,180,183,-1
253,189,151,1
230,223,239,-1
133,165,160,-1
126,172,172,-1
134,178,181,-1
163,197,199,-1
132,177,180,-1
129,174,177,-1
7,8,10,-1
255,214,205,1
121,161,160,-1
0,0,0,-1
130,178,178,-1
242,227,112,-1
0,7,7,-1
18,22,21,-1
119,171,169,-1
37,77,77,-1
209,156,116,1
129,175,175,-1
85,95,45,-1
2,7,10,-1
0,18,18,-1
135,181,181,-1
24,68,67,-1
239,183,150,1
210,156,118,1
162,200,201,-1
90,132,130,-1
158,66,113,-1
0,14,15,-1
87,137,138,-1
137,92,51,1
210,158,118,1
90,135,140,-1
119,170,171,-1
101,112,134,-1
143,99,64,1
196,201,98,-1
113,161,165,-1
114,165,166,-1
150,99,56,1
125,171,171,-1
23,172,150,-1
170,204,205,-1
96,166,42,-1
60,84,86,-1
130,176,176,-1
31,75,74,-1
135,179,182,-1
0,12,5,-1
42,81,76,-1
125,173,175,-1
158,198,198,-1
134,180,180,-1
135,181,181,-1
0,1,0,-1
184,125,117,1
131,176,179,-1
42,58,57,-1
191,134,105,1
67,58,63,-1
6,38,37,-1
130,175,178,-1
243,71,95,-1
129,174,177,-1
224,151,106,1
120,170,171,-1
113,161,163,-1
115,163,163,-1
88,170,62,-1
14,12,13,-1
9,39,39,-1
36,84,84,-1
152,190,193,-1
154,106,58,1
71,57,110,-1
91,140,137,-1
217,146,100,1
152,153,173,-1
122,158,158,-1
248,76,100,-1
93,136,129,-1
251,39,77,-1
222,173,133,1
140,184,185,-1
119,170,171,-1
43,97,97,-1
116,164,166,-1
154,192,193,-1
24,56,53,-1
0,0,0,-1
164,200,200,-1
0,2,3,-1
95,153,154,-1
226,250,90,-1
156,95,102,-1
113,163,164,-1
95,151,152,-1
2,13,15,-1
0,10,92,-1
42,77,73,-1
135,179,180,-1
119,164,161,-1
232,186,170,1
161,199,202,-1
123,158,154,-1
134,173,188,-1
2,6,5,-1
0,5,8,-1
0,17,21,-1
0,0,4,-1
219,145,98,1
145,185,187,-1
207,73,46,-1
138,182,185,-1
253,209,198,1
159,199,199,-1
103,152,122,-1
122,172,173,-1
118,160,158,-1
33,77,76,-1
140,184,185,-1
170,107,56,1
47,81,44,-1
79,133,135,-1
214,162,122,1
71,110,107,-1
126,161,157,-1
127,162,158,-1
252,189,148,1
136,197,137,-1
134,178,181,-1
215,140,101,1
8,28,27,-1
216,158,134,1
231,165,149,1
209,151,113,1
45,45,43,-1
34,47,100,-1
129,174,177,-1
222,188,153,1
198,170,9,-1
32,84,82,-1
158,198,198,-1
133,181,181,-1
87,141,143,-1
227,153,104,1
11,25,26,-1
21,61,61,-1
92,138,136,-1
134,178,179,-1
92,138,138,-1
109,159,160,-1
28,40,38,-1
67,127,127,-1
26,55,53,-1
163,197,199,-1
231,177,139,1
151,96,42,1
0,13,16,-1
239,197,159,1
163,201,202,-1
14,50,50,-1
176,113,82,1
147,192,195,-1
254,191,148,1
111,159,161,-1
15,40,45,-1
129,177,179,-1
112,160,164,-1
243,190,176,1
217,148,106,1
219,148,118,1
85,141,142,-1
88,144,145,-1
164,199,201,-1
27,66,63,-1
98,147,144,-1
221,172,131,1
212,155,110,1
158,196,197,-1
250,250,248,-1
163,197,199,-1
3,14,8,-1
188,132,95,1
89,134,131,-1
158,95,44,1
2,2,2,-1
216,172,133,1
128,128,128,-1
0,0,0,-1
26,70,69,-1
68,120,116,-1
185,121,60,1
117,158,154,-1
135,179,182,-1
54,77,69,-1
170,204,205,-1
129,88,82,1
158,98,44,1
21,60,55,-1
9,5,6,-1
138,182,183,-1
27,47,48,-1
129,168,167,-1
0,2,3,-1
224,161,144,1
193,137,110,1
70,123,199,-1
30,79,76,-1
127,173,171,-1
224,171,131,1
158,167,184,-1
93,149,150,-1
132,177,180,-1
236,183,169,1
134,178,181,-1
25,70,67,-1
35,35,43,-1
20,54,53,-1
232,180,167,1
162,200,201,-1
176,115,60,1
202,136,76,1
187,131,130,1
124,169,172,-1
229,180,165,1
34,83,80,-1
214,145,106,1
135,179,180,-1
89,139,138,-1
226,226,226,-1
135,179,182,-1
19,55,53,-1
32,84,82,-1
15,55,55,-1
20,54,53,-1
127,175,177,-1
113,163,164,-1
195,208,224,-1
174,195,196,-1
5,34,32,-1
129,173,174,-1
233,179,169,1
245,182,147,1
3,15,15,-1
99,133,132,-1
102,151,121,-1
210,76,51,-1
255,222,211,1
131,175,178,-1
134,180,180,-1
138,180,179,-1
25,65,64,-1
124,169,172,-1
132,176,177,-1
159,199,199,-1
5,11,9,-1
112,162,163,-1
41,55,56,-1
233,23,58,-1
160,195,197,-1
0,18,20,-1
163,197,199,-1
115,145,147,-1
21,60,59,-1
18,32,95,-1
90,140,139,-1
6,36,36,-1
111,161,158,-1
55,113,114,-1
255,197,159,1
163,198,200,-1
140,93,51,1
134,178,181,-1
255,0,0,-1
175,116,58,1
88,139,142,-1
176,119,64,1
184,194,193,-1
149,102,56,1
162,200,201,-1
17,53,51,-1
4,19,22,-1
163,197,199,-1
19,59,58,-1
0,0,0,-1
125,161,157,-1
155,98,45,1
131,72,56,1
115,156,152,-1
86,77,120,-1
128,91,75,1
123,83,73,1
170,113,58,1
132,177,180,-1
126,175,179,-1
157,197,197,-1
34,82,82,-1
138,177,182,-1
156,196,198,-1
160,104,57,1
13,55,54,-1
118,166,166,-1
191,126,60,1
211,157,123,1
169,0,3,-1
235,182,168,1
193,126,71,1
182,127,124,1
93,142,139,-1
151,104,48,1
115,163,165,-1
132,177,180,-1
91,132,134,-1
23,69,66,-1
134,182,184,-1
174,189,182,-1
164,199,201,-1
125,161,157,-1
120,150,114,-1
163,198,200,-1
127,172,175,-1
196,121,82,1
20,62,61,-1
25,55,55,-1
138,182,183,-1
162,197,199,-1
0,180,0,-1
33,82,79,-1
27,66,63,-1
230,117,103,-1
129,164,160,-1
162,197,199,-1
0,0,255,-1
59,121,120,-1
136,180,183,-1
116,124,64,-1
4,3,0,-1
128,176,180,-1
89,140,141,-1
149,96,88,1
231,184,168,1
227,153,104,1
136,182,182,-1
114,165,166,-1
130,178,180,-1
98,84,133,-1
135,179,182,-1
97,153,154,-1
84,129,124,-1
205,150,109,1
125,173,175,-1
22,57,53,-1
251,36,69,-1
191,138,132,1
121,188,157,-1
214,219,117,-1
125,154,172,-1
233,180,164,1
129,177,179,-1
101,151,150,-1
133,169,165,-1
89,143,145,-1
121,171,172,-1
158,198,198,-1
67,108,104,-1
99,107,126,-1
128,160,159,-1
111,143,138,-1
126,174,176,-1
115,119,120,-1
128,176,178,-1
236,64,88,-1
162,197,199,-1
147,95,55,1
132,178,178,-1
223,155,108,1
88,133,130,-1
173,114,58,1
228,157,135,1
4,16,16,-1
14,54,53,-1
190,196,246,-1
126,162,158,-1
129,174,177,-1
182,128,64,1
119,168,173,-1
19,29,98,-1
153,183,185,-1
101,151,148,-1
49,105,104,-1
163,198,200,-1
147,100,90,1
217,164,124,1
129,175,175,-1
114,164,163,-1
226,163,148,1
114,164,165,-1
229,167,142,1
111,156,151,-1
131,176,179,-1
225,180,139,1
255,194,159,1
31,41,42,-1
128,128,128,-1
25,67,65,-1
162,200,201,-1
238,192,177,1
206,22,50,-1
230,187,153,1
90,139,136,-1
221,151,100,1
0,5,1,-1
168,106,55,1
227,163,135,1
235,189,173,1
126,174,176,-1
226,177,136,1
160,195,197,-1
248,135,137,-1
124,85,44,1
120,170,171,-1
126,174,176,-1
212,159,117,1
162,200,201,-1
1,1,3,-1
192,134,94,1
119,170,171,-1
132,92,80,1
134,178,181,-1
133,178,181,-1
135,179,182,-1
126,162,158,-1
14,58,59,-1
23,65,63,-1
96,146,145,-1
89,138,135,-1
18,54,52,-1
167,142,122,1
231,177,139,1
219,167,128,1
146,190,191,-1
0,14,15,-1
115,163,165,-1
249,227,115,-1
86,131,128,-1
152,193,195,-1
25,169,116,-1
135,179,182,-1
237,184,170,1
223,171,132,1
21,69,73,-1
220,154,122,1
82,133,136,-1
248,69,91,-1
15,29,90,-1
222,220,223,-1
225,158,116,1
227,177,142,1
217,143,94,1
119,169,170,-1
82,140,141,-1
218,160,114,1
225,175,140,1
159,194,196,-1
142,186,187,-1
172,110,51,1
162,197,199,-1
13,49,49,-1
12,12,10,-1
89,141,139,-1
124,170,170,-1
189,3,0,-1
3,15,15,-1
38,92,94,-1
162,197,199,-1
124,169,172,-1
12,53,49,-1
88,144,145,-1
236,165,147,1
56,183,140,-1
130,90,78,1
134,178,181,-1
160,195,197,-1
57,55,58,-1
75,125,124,-1
34,88,90,-1
50,66,39,-1
132,178,178,-1
220,156,120,1
148,188,188,-1
148,188,190,-1
162,197,199,-1
85,141,142,-1
226,154,106,1
213,161,114,1
7,33,32,-1
19,59,58,-1
204,140,102,1
59,117,118,-1
112,160,164,-1
253,213,203,1
112,160,162,-1
1,16,19,-1
162,200,201,-1
149,187,190,-1
24,64,63,-1
19,53,52,-1
132,177,180,-1
55,81,82,-1
26,58,57,-1
158,196,197,-1
141,181,181,-1
44,98,98,-1
23,41,27,-1
222,156,106,1
128,90,81,1
171,110,56,1
22,62,62,-1
21,55,54,-1
128,132,131,-1
8,34,33,-1
101,150,147,-1
128,173,176,-1
230,166,131,1
163,198,200,-1
12,51,50,-1
6,15,20,-1
131,175,178,-1
219,161,115,1
133,177,180,-1
16,155,136,-1
162,197,199,-1
226,157,124,1
88,139,140,-1
165,111,101,1
165,101,55,1
223,149,102,1
238,120,110,-1
122,172,173,-1
135,179,180,-1
120,168,170,-1
104,150,121,-1
199,124,85,1
136,175,182,-1
137,183,183,-1
129,90,73,1
155,193,194,-1
160,198,199,-1
255,191,153,1
33,63,61,-1
255,255,255,-1
106,94,108,-1
109,159,160,-1
229,176,142,1
115,165,174,-1
200,140,106,1
126,174,176,-1
210,50,78,-1
121,162,158,-1
91,79,125,-1
231,188,172,1
224,151,116,1
129,173,172,-1
129,174,177,-1
151,98,92,1
121,169,171,-1
108,162,164,-1
146,161,164,-1
219,174,155,1
101,157,158,-1
99,130,125,-1
135,180,183,-1
27,72,69,-1
0,7,6,-1
23,67,66,-1
160,165,184,-1
129,174,177,-1
237,190,172,1
120,170,169,-1
10,40,42,-1
167,79,165,-1
172,119,115,1
135,179,182,-1
82,138,139,-1
6,24,24,-1
135,179,182,-1
127,177,176,-1
162,197,199,-1
133,165,160,-1
131,91,79,1
1,5,6,-1
4,17,23,-1
30,72,70,-1
57,115,116,-1
143,184,186,-1
204,212,223,-1
182,118,83,1
221,160,142,1
119,169,170,-1
59,74,71,-1
2,128,0,-1
120,181,173,-1
68,125,90,-1
115,157,155,-1
213,53,79,-1
72,116,115,-1
138,183,186,-1
21,55,54,-1
127,166,165,-1
121,160,157,-1
225,226,218,-1
131,175,178,-1
201,130,66,1
161,197,197,-1
89,139,138,-1
107,157,156,-1
122,164,160,-1
3,18,21,-1
85,161,37,-1
255,217,208,1
114,162,166,-1
131,173,172,-1
25,63,64,-1
26,70,69,-1
0,6,5,-1
0,21,9,-1
157,115,125,-1
114,164,163,-1
115,163,167,-1
120,120,122,-1
226,161,143,1
139,90,47,1
145,185,187,-1
15,54,53,-1
122,172,173,-1
115,163,163,-1
117,167,168,-1
232,237,231,-1
227,182,143,1
205,52,82,-1
22,21,91,-1
162,197,199,-1
89,144,141,-1
21,40,36,-1
185,154,151,-1
201,204,223,-1
149,190,192,-1
125,160,154,-1
252,233,112,-1
191,121,85,1
115,163,165,-1
201,201,203,-1
191,130,99,1
133,181,181,-1
149,88,93,-1
158,198,198,-1
133,181,181,-1
7,13,13,-1
0,0,255,-1
206,141,103,1
128,173,176,-1
96,152,153,-1
40,166,128,-1
161,199,200,-1
135,179,182,-1
229,172,143,1
20,64,63,-1
132,176,177,-1
120,170,171,-1
135,179,182,-1
60,119,117,-1
88,138,137,-1
22,56,55,-1
238,214,108,-1
183,1,0,-1
212,53,83,-1
6,16,17,-1
131,93,84,1
137,183,183,-1
36,75,74,-1
255,0,0,-1
61,104,219,-1
227,231,240,-1
130,176,176,-1
238,185,171,1
41,83,79,-1
255,0,0,-1
64,64,64,-1
132,177,180,-1
228,175,159,1
57,113,114,-1
227,170,161,1
115,157,155,-1
233,179,141,1
223,219,210,-1
119,168,173,-1
7,33,32,-1
45,65,64,-1
4,15,35,-1
231,166,110,1
27,50,24,-1
89,139,138,-1
17,154,134,-1
162,200,201,-1
255,199,165,1
162,200,201,-1
179,4,11,-1
255,189,147,1
13,59,59,-1
92,128,124,-1
144,184,186,-1
128,176,178,-1
223,171,132,1
148,193,196,-1
86,110,114,-1
236,194,178,1
153,191,192,-1
0,2,5,-1
130,175,178,-1
118,194,145,-1
173,155,255,-1
162,200,201,-1
18,55,47,-1
216,169,125,1
184,115,86,1
255,206,189,1
23,64,60,-1
89,139,138,-1
114,156,152,-1
132,177,180,-1
114,163,167,-1
131,175,178,-1
184,130,128,1
119,169,170,-1
253,196,153,1
226,157,126,1
253,195,158,1
175,120,117,1
133,181,181,-1
14,136,17,-1
149,187,188,-1
160,198,199,-1
125,82,75,1
237,185,171,1
99,139,138,-1
167,106,52,1
160,196,196,-1
134,182,184,-1
252,184,145,1
0,4,5,-1
147,162,155,-1
115,161,161,-1
176,171,165,-1
120,159,156,-1
149,141,130,-1
251,83,106,-1
158,105,61,1
109,151,150,-1
124,163,160,-1
126,175,180,-1
82,138,139,-1
5,41,39,-1
135,180,173,-1
0,10,92,-1
156,96,44,1
4,0,0,-1
22,61,56,-1
121,169,171,-1
21,61,60,-1
131,175,178,-1
90,139,136,-1
129,174,177,-1
196,138,100,1
231,173,162,1
220,149,117,1
88,130,129,-1
2,2,4,-1
120,61,45,1
113,163,164,-1
125,173,175,-1
85,208,223,-1
233,190,173,1
23,59,57,-1
9,35,34,-1
126,176,177,-1
160,198,199,-1
239,188,79,-1
169,203,204,-1
233,185,171,1
113,163,164,-1
93,142,139,-1
135,181,181,-1
221,154,125,1
40,86,84,-1
57,68,28,-1
51,82,84,-1
141,187,187,-1
24,66,62,-1
7,33,32,-1
20,56,52,-1
0,4,3,-1
131,176,179,-1
131,175,178,-1
113,161,163,-1
205,138,93,1
225,178,160,1
227,167,143,1
17,53,51,-1
101,149,149,-1
119,169,170,-1
155,194,193,-1
132,177,180,-1
154,192,193,-1
9,22,28,-1
130,90,80,1
18,38,37,-1
228,185,169,1
32,60,61,-1
120,168,168,-1
163,201,202,-1
170,204,205,-1
240,136,137,-1
5,33,34,-1
116,165,169,-1
46,102,103,-1
7,33,34,-1
129,174,177,-1
210,218,231,-1
0,128,0,-1
133,181,181,-1
137,183,183,-1
118,195,141,-1
44,102,103,-1
17,52,45,-1
3,23,22,-1
9,35,36,-1
22,56,55,-1
113,164,165,-1
84,163,74,-1
150,101,43,1
218,182,148,1
26,72,70,-1
113,164,165,-1
228,151,99,1
163,198,200,-1
29,78,75,-1
220,219,224,-1
247,207,197,1
0,8,35,-1
161,195,197,-1
88,128,128,-1
132,177,180,-1
38,53,48,-1
0,3,3,-1
163,198,200,-1
96,142,139,-1
218,156,119,1
205,150,109,1
223,143,94,1
143,94,53,1
22,57,53,-1
226,160,126,1
255,107,55,-1
255,0,0,-1
88,144,145,-1
45,61,58,-1
143,84,68,1
54,114,114,-1
132,173,179,-1
112,162,163,-1
143,94,53,1
234,181,167,1
115,157,155,-1
28,73,70,-1
31,85,87,-1
166,113,97,1
234,180,170,1
188,134,96,1
133,179,179,-1
211,219,232,-1
222,145,99,1
128,176,178,-1
205,210,107,-1
137,181,182,-1
60,111,112,-1
152,188,188,-1
51,107,106,-1
4,0,3,-1
227,158,125,1
109,155,155,-1
94,145,148,-1
102,132,2,-1
0,3,4,-1
10,34,36,-1
113,164,167,-1
253,224,42,-1
127,162,158,-1
72,0,4,-1
145,19,7,-1
219,166,126,1
229,160,129,1
130,175,178,-1
154,159,163,-1
114,165,168,-1
158,104,58,1
120,168,172,-1
126,86,78,1
125,173,175,-1
215,139,90,1
135,183,185,-1
31,53,51,-1
255,193,158,1
24,65,61,-1
98,150,148,-1
195,138,95,1
92,138,136,-1
255,100,60,-1
2,4,3,-1
236,178,164,1
134,174,176,-1
163,198,200,-1
120,162,158,-1
222,158,122,1
126,175,172,-1
114,160,158,-1
10,30,31,-1
134,178,181,-1
155,193,194,-1
119,170,171,-1
24,65,61,-1
131,175,178,-1
149,189,189,-1
219,145,98,1
24,70,68,-1
23,68,65,-1
252,217,31,-1
160,195,199,-1
155,100,46,1
241,44,51,-1
48,69,70,-1
135,179,182,-1
112,160,164,-1
108,106,107,-1
156,196,196,-1
255,254,252,-1
10,42,41,-1
132,176,177,-1
125,0,128,-1
119,167,169,-1
133,181,183,-1
95,147,145,-1
114,163,167,-1
122,170,172,-1
129,174,177,-1
105,156,159,-1
218,144,95,1
86,140,142,-1
118,166,166,-1
162,197,199,-1
19,53,52,-1
131,175,176,-1
109,160,161,-1
99,145,142,-1
164,199,201,-1
224,154,103,1
135,180,183,-1
160,198,199,-1
0,1,0,-1
221,178,162,1
41,42,44,-1
2,0,1,-1
33,87,89,-1
1,10,7,-1
220,152,115,1
119,154,148,-1
239,192,176,1
23,26,15,-1
187,6,15,-1
132,176,179,-1
93,147,149,-1
255,255,0,-1
154,19,0,-1
127,177,178,-1
50,65,32,-1
198,140,102,1
162,103,47,1
137,178,180,-1
149,193,196,-1
4,35,37,-1
0,6,6,-1
170,204,205,-1
108,88,100,-1
91,139,139,-1
147,143,131,-1
23,67,66,-1
132,172,172,-1
16,52,50,-1
229,195,160,1
145,187,186,-1
251,187,149,1
113,163,164,-1
206,144,103,1
125,173,175,-1
247,194,180,1
150,103,47,1
233,184,169,1
197,192,188,-1
159,199,199,-1
145,87,164,-1
230,170,134,1
149,93,42,1
228,155,102,1
22,51,65,-1
85,141,142,-1
106,154,154,-1
219,155,143,1
80,161,40,-1
132,176,175,-1
57,115,116,-1
18,66,68,-1
8,34,35,-1
134,178,179,-1
125,164,161,-1
87,141,143,-1
162,200,201,-1
9,9,9,-1
167,120,92,1
168,202,204,-1
89,139,138,-1
138,179,183,-1
108,153,148,-1
3,18,15,-1
255,0,255,-1
27,49,11,-1
115,163,165,-1
124,177,185,-1
212,144,107,1
132,177,180,-1
0,10,8,-1
247,133,133,-1
114,162,164,-1
250,250,248,-1
220,165,124,1
135,181,181,-1
94,120,117,-1
224,160,125,1
124,175,176,-1
213,79,52,-1
243,196,178,1
14,26,12,-1
250,127,130,-1
145,94,51,1
224,175,158,1
87,143,144,-1
129,177,179,-1
93,147,149,-1
134,178,181,-1
121,169,169,-1
129,174,177,-1
11,11,9,-1
113,164,167,-1
42,60,36,-1
4,0,1,-1
227,188,155,1
225,172,138,1
3,17,18,-1
75,129,129,-1
162,196,198,-1
201,143,106,1
128,177,174,-1
45,99,99,-1
51,65,32,-1
233,180,166,1
179,124,121,1
96,112,109,-1
129,177,179,-1
132,178,178,-1
135,179,182,-1
5,0,4,-1
169,203,204,-1
90,95,135,-1
232,185,169,1
128,255,255,-1
215,170,149,1
88,140,138,-1
184,129,126,1
29,67,68,-1
220,139,96,1
135,179,182,-1
214,159,120,1
91,137,137,-1
164,199,201,-1
193,138,141,1
86,131,128,-1
3,14,16,-1
31,77,75,-1
149,83,35,1
147,191,190,-1
1,15,16,-1
221,223,222,-1
159,197,198,-1
121,177,176,-1
0,0,0,-1
25,69,68,-1
16,54,55,-1
147,139,137,-1
0,128,255,-1
32,84,82,-1
159,105,45,1
209,151,111,1
160,198,199,-1
123,173,174,-1
23,59,57,-1
122,170,172,-1
0,3,4,-1
138,182,185,-1
158,198,198,-1
21,55,57,-1
133,178,181,-1
122,124,119,-1
163,201,202,-1
158,198,198,-1
37,58,59,-1
127,172,177,-1
101,152,153,-1
84,138,140,-1
232,191,171,1
247,134,128,-1
93,138,135,-1
111,150,149,-1
218,234,249,-1
251,250,246,-1
0,19,19,-1
195,129,94,1
31,85,87,-1
96,135,132,-1
128,164,162,-1
178,6,0,-1
126,137,139,-1
88,138,135,-1
131,177,177,-1
129,174,177,-1
91,135,134,-1
164,199,201,-1
220,151,118,1
95,145,144,-1
22,61,56,-1
224,154,105,1
13,37,39,-1
223,149,100,1
162,197,199,-1
124,175,176,-1
31,66,68,-1
25,66,62,-1
124,174,173,-1
66,124,197,-1
95,144,141,-1
127,175,177,-1
166,204,205,-1
71,111,111,-1
142,95,53,1
93,147,149,-1
209,151,113,1
1,2,4,-1
84,101,233,-1
163,198,200,-1
231,189,175,1
177,47,197,-1
0,0,2,-1
159,194,196,-1
41,93,91,-1
32,72,72,-1
76,62,61,-1
128,128,128,-1
160,195,197,-1
149,91,43,1
4,15,19,-1
135,180,183,-1
156,91,99,-1
153,191,192,-1
85,141,142,-1
219,167,128,1
112,158,156,-1
204,221,231,-1
130,174,177,-1
119,160,156,-1
120,170,171,-1
152,192,192,-1
172,71,79,-1
131,176,179,-1
138,182,183,-1
215,160,119,1
107,138,0,-1
22,56,55,-1
47,98,99,-1
146,136,235,-1
9,3,7,-1
0,14,17,-1
4,45,49,-1
140,93,51,1
111,153,149,-1
74,94,121,-1
222,148,113,1
255,195,156,1
41,54,106,-1
228,232,243,-1
247,68,90,-1
0,18,20,-1
98,161,232,-1
184,129,132,1
14,43,41,-1
163,198,200,-1
60,118,119,-1
170,204,205,-1
226,230,242,-1
117,159,155,-1
3,19,18,-1
250,210,200,1
121,121,121,-1
105,155,152,-1
49,107,108,-1
189,133,100,1
162,197,199,-1
183,246,251,-1
121,169,171,-1
119,167,167,-1
154,194,194,-1
226,178,140,1
137,178,180,-1
104,78,113,-1
239,180,80,-1
17,27,18,-1
115,163,165,-1
154,192,193,-1
94,146,144,-1
147,181,182,-1
29,67,68,-1
113,163,164,-1
92,143,146,-1
118,159,155,-1
134,178,177,-1
117,166,170,-1
132,177,180,-1
193,137,110,1
222,158,149,1
199,202,95,-1
50,56,44,-1
119,167,167,-1
1,5,6,-1
132,176,179,-1
5,17,17,-1
55,103,105,-1
159,207,157,-1
131,176,179,-1
122,170,172,-1
217,154,111,1
105,159,161,-1
95,142,172,-1
22,57,53,-1
157,96,101,-1
188,119,60,1
95,150,147,-1
